id,han,chars
3681,"hoảng","晃"
3682,"hoáng","晃"
3683,"huyển","晅"
3684,"tấn","晉"
3685,"hưởng","晌"
3686,"thưởng","晌"
3687,"án","晏"
3688,"yến","晏"
3689,"hưởng","晑"
3690,"sái","晒"
3691,"vãn","晚"
3692,"trú","晝"
3693,"hi","晞"
3694,"hy","晞"
3695,"bô","晡"
3696,"triết","晢"
3697,"ngộ","晤"
3698,"hối","晦"
3699,"thần","晨"
3700,"tối","晬"
3701,"phổ","普"
3702,"cảnh","景"
3703,"tích","晰"
3704,"tình","晴"
3705,"tinh","晶"
3706,"quĩ","晷"
3707,"quỹ","晷"
3708,"trí","智"
3709,"ám","晻"
3710,"lượng","晾"
3711,"huyên","暄"
3712,"hạ","暇"
3713,"huân","暈"
3714,"quân","暈"
3715,"vựng","暈"
3716,"huy","暉"
3717,"thời","暊"
3718,"mẫn","暋"
3719,"khuê","暌"
3720,"hạt","暍"
3721,"yết","暍"
3722,"vĩ","暐"
3723,"thử","暑"
3724,"noãn","暖"
3725,"ám","暗"
3726,"dương","暘"
3727,"minh","暝"
3728,"sướng","暢"
3729,"xướng","暢"
3730,"kị","暨"
3731,"kí","暨"
3732,"kỵ","暨"
3733,"ký","暨"
3734,"canh","暩"
3735,"tạm","暫"
3736,"mộ","暮"
3737,"nật","暱"
3738,"nặc","暱"
3739,"bạo","暴"
3740,"bộc","暴"
3741,"hán","暵"
3742,"liêu","暸"
3743,"xiêm","暹"
3744,"thôn","暾"
3745,"ế","曀"
3746,"diệp","曄"
3747,"việp","曄"
3748,"lịch","曆"
3749,"đàm","曇"
3750,"đồng","曈"
3751,"hiểu","曉"
3752,"hưởng","曏"
3753,"hướng","曏"
3754,"ái","曖"
3755,"thự","曙"
3756,"thử","曙"
3757,"mông","曚"
3758,"huân","曛"
3759,"diệu","曜"
3760,"bộc","曝"
3761,"cốc","曞"
3762,"khoáng","曠"
3763,"hi","曦"
3764,"hy","曦"
3765,"lông","曨"
3766,"lung","曨"
3767,"nãng","曩"
3768,"nẵng","曩"
3769,"sái","曬"
3770,"viết","曰"
3771,"khúc","曲"
3772,"duệ","曳"
3773,"canh","更"
3774,"cánh","更"
3775,"hạt","曷"
3776,"thư","書"
3777,"tào","曹"
3778,"mạn","曼"
3779,"tầng","曾"
3780,"tăng","曾"
3781,"tằng","曾"
3782,"thế","替"
3783,"tối","最"
3784,"cối","會"
3785,"hội","會"
3786,"khiết","朅"
3787,"kiệt","朅"
3788,"nhục","月"
3789,"ngoạt","月"
3790,"nguyệt","月"
3791,"hựu","有"
3792,"hữu","有"
3793,"bằng","朋"
3794,"phục","服"
3795,"phỉ","朏"
3796,"nục","朒"
3797,"sóc","朔"
3798,"trẫm","朕"
3799,"lãng","朗"
3800,"tuyên","朘"
3801,"vọng","望"
3802,"trào","朝"
3803,"triêu","朝"
3804,"triều","朝"
3805,"ki","期"
3806,"kì","期"
3807,"ky","期"
3808,"kỳ","期"
3809,"mông","朦"
3810,"lông","朧"
3811,"lung","朧"
3812,"mộc","木"
3813,"vị","未"
3814,"mạt","末"
3815,"bản","本"
3816,"bổn","本"
3817,"trát","札"
3818,"truật","朮"
3819,"châu","朱"
3820,"chu","朱"
3821,"phác","朴"
3822,"phiêu","朴"
3823,"đoá","朵"
3824,"cửu","朹"
3825,"cơ","机"
3826,"khiếu","朻"
3827,"hủ","朽"
3828,"thục","朿"
3829,"vu","杅"
3830,"can","杆"
3831,"hãn","杆"
3832,"hủ","杇"
3833,"ô","杇"
3834,"thoa","杈"
3835,"xoa","杈"
3836,"sam","杉"
3837,"ngột","杌"
3838,"lí","李"
3839,"lý","李"
3840,"hạnh","杏"
3841,"tài","材"
3842,"thôn","村"
3843,"thược","杓"
3844,"tiêu","杓"
3845,"đệ","杕"
3846,"nghi","杕"
3847,"trượng","杖"
3848,"mang","杗"
3849,"dặc","杙"
3850,"đỗ","杜"
3851,"kỉ","杞"
3852,"kỷ","杞"
3853,"thúc","束"
3854,"cống","杠"
3855,"giang","杠"
3856,"diểu","杪"
3857,"miểu","杪"
3858,"hàng","杭"
3859,"bôi","杯"
3860,"kiệt","杰"
3861,"đông","東"
3862,"cảo","杲"
3863,"yểu","杳"
3864,"chử","杵"
3865,"suân","杶"
3866,"ba","杷"
3867,"bà","杷"
3868,"nữu","杻"
3869,"sửu","杻"
3870,"trứ","杼"
3871,"trữ","杼"
3872,"tùng","松"
3873,"bản","板"
3874,"cực","极"
3875,"cấu","构"
3876,"tì","枇"
3877,"tỉ","枇"
3878,"tỳ","枇"
3879,"tỷ","枇"
3880,"uổng","枉"
3881,"phương","枋"
3882,"phần","枌"
3883,"phù","枎"
3884,"tích","析"
3885,"hộ","枑"
3886,"đẩu","枓"
3887,"chẩm","枕"
3888,"trẩm","枕"
3889,"lâm","林"
3890,"nhuế","枘"
3891,"mai","枚"
3892,"quả","果"
3893,"chi","枝"
3894,"khô","枯"
3895,"bình","枰"
3896,"tỉ","枲"
3897,"tỷ","枲"
3898,"chỉ","枳"
3899,"lánh","枴"
3900,"quải","枴"
3901,"hiêu","枵"
3902,"giá","架"
3903,"gia","枷"
3904,"già","枷"
3905,"giá","枷"
3906,"câu","枸"
3907,"cẩu","枸"
3908,"bào","枹"
3909,"phu","枹"
3910,"duệ","枻"
3911,"đà","柁"
3912,"đả","柁"
3913,"đà","柂"
3914,"bính","柄"
3915,"nê","柅"
3916,"bàn","柈"
3917,"phu","柎"
3918,"bách","柏"
3919,"bá","柏"
3920,"mỗ","某"
3921,"cam","柑"
3922,"thất","柒"
3923,"nhiễm","染"
3924,"nhu","柔"
3925,"chá","柘"
3926,"giá","柘"
3927,"giáp","柙"
3928,"hạp","柙"
3929,"hiệp","柙"
3930,"du","柚"
3931,"dứu","柚"
3932,"dữu","柚"
3933,"cự","柜"
3934,"thác","柝"
3935,"tạc","柞"
3936,"tác","柞"
3937,"nam","柟"
3938,"để","柢"
3939,"đế","柢"
3940,"tra","查"
3941,"cữu","柩"
3942,"giản","柬"
3943,"đốt","柮"
3944,"nột","柮"
3945,"kha","柯"
3946,"nại","柰"
3947,"trụ","柱"
3948,"liễu","柳"
3949,"sài","柴"
3950,"sách","柵"
3951,"chúc","柷"
3952,"thị","柿"
3953,"khám","栒"
3954,"thuyên","栓"
3955,"xuyên","栓"
3956,"tê","栖"
3957,"thê","栖"
3958,"lật","栗"
3959,"quát","栝"
3960,"bình","栟"
3961,"kiên","栟"
3962,"phanh","栟"
3963,"giáo","校"
3964,"hiệu","校"
3965,"thứ","栨"
3966,"hủ","栩"
3967,"hứa","栩"
3968,"chu","株"
3969,"củng","栱"
3970,"khảo","栲"
3971,"lão","栳"
3972,"chiên","栴"
3973,"hạch","核"
3974,"căn","根"
3975,"cách","格"
3976,"tài","栽"
3977,"kiệt","桀"
3978,"hành","桁"
3979,"quế","桂"
3980,"đào","桃"
3981,"quang","桄"
3982,"quáng","桄"
3983,"ngôi","桅"
3984,"nguy","桅"
3985,"khuông","框"
3986,"an","案"
3987,"án","案"
3988,"an","桉"
3989,"trác","桌"
3990,"trất","桎"
3991,"đồng","桐"
3992,"tang","桑"
3993,"hoàn","桓"
3994,"kết","桔"
3995,"quất","桔"
3996,"sa","桫"
3997,"toa","桫"
3998,"bôi","桮"
3999,"bột","桲"
4000,"phù","桴"
4001,"đồng","桶"
4002,"dũng","桶"
4003,"giác","桷"
4004,"lang","桹"
4005,"bốc","桻"
4006,"tất","桼"
4007,"cản","桿"
4008,"hãn","桿"
4009,"lương","梁"
4010,"cầu","梂"
4011,"đĩnh","梃"
4012,"mai","梅"
4013,"bang","梆"
4014,"trang","梉"
4015,"cốc","梏"
4016,"bệ","梐"
4017,"tử","梓"
4018,"chi","梔"
4019,"củ","梖"
4020,"ngạnh","梗"
4021,"điều","條"
4022,"kiêu","梟"
4023,"sủa","梠"
4024,"hoàn","梡"
4025,"sao","梢"
4026,"tiêu","梢"
4027,"bàn","梤"
4028,"ngô","梧"
4029,"lê","梨"
4030,"thoa","梭"
4031,"cục","梮"
4032,"thê","梯"
4033,"giới","械"
4034,"khốn","梱"
4035,"chuyết","梲"
4036,"thoát","梲"
4037,"sơ","梳"
4038,"thoải","梴"
4039,"phạm","梵"
4040,"phạn","梵"
4041,"khí","棄"
4042,"miên","棉"
4043,"kì","棋"
4044,"kỳ","棋"
4045,"côn","棍"
4046,"phỉ","棐"
4047,"bài","棑"
4048,"bổng","棒"
4049,"thung","棕"
4050,"tông","棕"
4051,"ất","棖"
4052,"trành","棖"
4053,"tảo","棗"
4054,"cức","棘"
4055,"bằng","棚"
4056,"đống","棟"
4057,"đường","棠"
4058,"đệ","棣"
4059,"lệ","棣"
4060,"sạn","棧"
4061,"khải","棨"
4062,"khể","棨"
4063,"vực","棫"
4064,"khuyên","棬"
4065,"quyên","棬"
4066,"sâm","森"
4067,"chuỳ","棰"
4068,"tê","棲"
4069,"thê","棲"
4070,"khoả","棵"
4071,"quả","棵"
4072,"trác","棹"
4073,"trạo","棹"
4074,"quan","棺"
4075,"phân","棻"
4076,"phần","棼"
4077,"y","椅"
4078,"ỷ","椅"
4079,"lo","椋"
4080,"thực","植"
4081,"chuỳ","椎"
4082,"truỳ","椎"
4083,"á","椏"
4084,"nha","椏"
4085,"cư","椐"
4086,"bì","椑"
4087,"tiêu","椒"
4088,"trác","椓"
4089,"đính","椗"
4090,"phi","椪"
4091,"gia","椰"
4092,"ôi","椳"
4093,"đoạn","椴"
4094,"giam","椷"
4095,"hàm","椷"
4096,"di","椸"
4097,"châm","椹"
4098,"thậm","椹"
4099,"chuyên","椽"
4100,"duyên","椽"
4101,"thung","椿"
4102,"xuân","椿"
4103,"tra","楂"
4104,"dương","楊"
4105,"phong","楓"
4106,"khiết","楔"
4107,"tiết","楔"
4108,"kiện","楗"
4109,"mộc","楘"
4110,"sở","楚"
4111,"hộ","楛"
4112,"luyện","楝"
4113,"lăng","楞"
4114,"nam","楠"
4115,"do","楢"
4116,"mi","楣"
4117,"my","楣"
4118,"tuyên","楦"
4119,"trinh","楨"
4120,"tiên","楩"
4121,"tiếp","楫"
4122,"kiệt","楬"
4123,"nghiệp","業"
4124,"chử","楮"
4125,"thuẫn","楯"
4126,"sẩu","楰"
4127,"cực","極"
4128,"giai","楷"
4129,"khải","楷"
4130,"thu","楸"
4131,"doanh","楹"
4132,"khái","概"
4133,"du","榆"
4134,"lang","榔"
4135,"dung","榕"
4136,"tần","榛"
4137,"trăn","榛"
4138,"bảng","榜"
4139,"dao","榣"
4140,"kiệt","榤"
4141,"cán","榦"
4142,"phỉ","榧"
4143,"trá","榨"
4144,"chuẩn","榫"
4145,"tạ","榭"
4146,"vinh","榮"
4147,"suy","榱"
4148,"thôi","榱"
4149,"lưu","榴"
4150,"lựu","榴"
4151,"bánh","榵"
4152,"các","榷"
4153,"thôi","榷"
4154,"xác","榷"
4155,"tháp","榻"
4156,"khải","榼"
4157,"khạp","榼"
4158,"cốt","榾"
4159,"khởi","榿"
4160,"cảo","槁"
4161,"bàn","槃"
4162,"hàn","槃"
4163,"sáo","槊"
4164,"sóc","槊"
4165,"cấu","構"
4166,"chuỳ","槌"
4167,"thương","槍"
4168,"tra","槎"
4169,"hoè","槐"
4170,"cống","槓"
4171,"ác","槔"
4172,"cao","槔"
4173,"ve","槢"
4174,"liên","槤"
4175,"huệ","槥"
4176,"tuệ","槥"
4177,"tạm","槧"
4178,"quách","槨"
4179,"thích","槭"
4180,"túc","槭"
4181,"dửu","槱"
4182,"hộc","槲"
4183,"tưởng","槳"
4184,"tào","槽"
4185,"cận","槿"
4186,"cẩn","槿"
4187,"đích","樀"
4188,"tảng","樀"
4189,"thung","樁"
4190,"lạc","樂"
4191,"nhạc","樂"
4192,"tung","樅"
4193,"phàn","樊"
4194,"lương","樑"
4195,"lâu","樓"
4196,"xư","樗"
4197,"tiêu","標"
4198,"cù","樛"
4199,"tra","樝"
4200,"xu","樞"
4201,"chương","樟"
4202,"mô","模"
4203,"dạng","樣"
4204,"tê","樨"
4205,"nhị","樲"
4206,"tiều","樵"
4207,"bộc","樸"
4208,"phác","樸"
4209,"thụ","樹"
4210,"hoa","樺"
4211,"tôn","樽"
4212,"việt","樾"
4213,"cảm","橄"
4214,"khiêu","橇"
4215,"nhiêu","橈"
4216,"kiều","橋"
4217,"thác","橐"
4218,"sanh","橕"
4219,"đường","橖"
4220,"quất","橘"
4221,"chanh","橙"
4222,"đăng","橙"
4223,"tranh","橙"
4224,"quyết","橛"
4225,"tao","橝"
4226,"cơ","機"
4227,"ki","機"
4228,"ky","機"
4229,"bế","橠"
4230,"tượng","橡"
4231,"thoả","橢"
4232,"tuỳ","橢"
4233,"nhị","橤"
4234,"tăng","橧"
4235,"hoành","橫"
4236,"hoạnh","橫"
4237,"thao","橾"
4238,"đàn","檀"
4239,"ất","檁"
4240,"lẩm","檁"
4241,"ổn","檃"
4242,"hịch","檄"
4243,"biếu","檅"
4244,"tuy","檇"
4245,"tuý","檇"
4246,"sanh","檉"
4247,"cầm","檎"
4248,"diêm","檐"
4249,"thiềm","檐"
4250,"lôi","檑"
4251,"đáng","檔"
4252,"đương","檔"
4253,"toại","檖"
4254,"bích","檗"
4255,"cối","檜"
4256,"giả","檟"
4257,"kềnh","檠"
4258,"kình","檠"
4259,"kiềm","檢"
4260,"kiểm","檢"
4261,"tường","檣"
4262,"ỷ","檥"
4263,"mông","檬"
4264,"đào","檮"
4265,"đảo","檮"
4266,"đài","檯"
4267,"di","檯"
4268,"tân","檳"
4269,"ninh","檸"
4270,"hạm","檻"
4271,"trạc","櫂"
4272,"trạo","櫂"
4273,"quĩ","櫃"
4274,"quỹ","櫃"
4275,"ấm","櫅"
4276,"khôi","櫆"
4277,"chất","櫍"
4278,"lỗ","櫓"
4279,"lư","櫚"
4280,"tiết","櫛"
4281,"trất","櫛"
4282,"cao","櫜"
4283,"độc","櫝"
4284,"duyên","櫞"
4285,"lạc","櫟"
4286,"lịch","櫟"
4287,"trù","櫥"
4288,"chử","櫧"
4289,"lô","櫨"
4290,"lư","櫨"
4291,"lịch","櫪"
4292,"trư","櫫"
4293,"sấn","櫬"
4294,"thân","櫬"
4295,"long","櫳"
4296,"lông","櫳"
4297,"lung","櫳"
4298,"cử","櫸"
4299,"linh","櫺"
4300,"nhu","櫺"
4301,"anh","櫻"
4302,"tiêm","櫼"
4303,"sam","欃"
4304,"sàm","欃"
4305,"lan","欄"
4306,"quyền","權"
4307,"cù","欋"
4308,"la","欏"
4309,"lệ","欐"
4310,"loan","欒"
4311,"lãm","欖"
4312,"khiếm","欠"
4313,"thứ","次"
4314,"hân","欣"
4315,"khái","欬"
4316,"dục","欲"
4317,"hy","欷"
4318,"ai","欸"
4319,"y","欹"
4320,"khi","欺"
4321,"soát","欻"
4322,"khâm","欽"
4323,"khoản","款"
4324,"khảm","欿"
4325,"hâm","歆"
4326,"hiệt","歇"
4327,"hiết","歇"
4328,"yết","歇"
4329,"du","歈"
4330,"khiểm","歉"
4331,"khiếm","歉"
4332,"ca","歌"
4333,"thán","歎"
4334,"âu","歐"
4335,"giái","歔"
4336,"hư","歔"
4337,"phún","歕"
4338,"hấp","歙"
4339,"thiệp","歙"
4340,"xúc","歜"
4341,"dư","歟"
4342,"suyết","歠"
4343,"xuyết","歠"
4344,"hoan","歡"
4345,"chỉ","止"
4346,"chánh","正"
4347,"chính","正"
4348,"chính","㊣"
4349,"thử","此"
4350,"bộ","步"
4351,"vũ","武"
4352,"kì","歧"
4353,"kỳ","歧"
4354,"oa","歪"
4355,"oai","歪"
4356,"tuế","歲"
4357,"lịch","歷"
4358,"qui","歸"
4359,"quy","歸"
4360,"đãi","歹"
4361,"ngạt","歹"
4362,"ngạt","歺"
4363,"tử","死"
4364,"một","歿"
4365,"yêu","殀"
4366,"yểu","殀"
4367,"tồ","殂"
4368,"ương","殃"
4369,"điển","殄"
4370,"điễn","殄"
4371,"đãi","殆"
4372,"tuẫn","殉"
4373,"thù","殊"
4374,"biểu","殍"
4375,"biễu","殍"
4376,"thánh","殍"
4377,"phàn","殏"
4378,"thực","殖"
4379,"tàn","殘"
4380,"cức","殛"
4381,"vẫn","殞"
4382,"xú","殠"
4383,"cận","殣"
4384,"thương","殤"
4385,"ế","殪"
4386,"đàn","殫"
4387,"đạn","殫"
4388,"cương","殭"
4389,"liệm","殮"
4390,"liễm","殮"
4391,"tấn","殯"
4392,"tẫn","殯"
4393,"thấn","殯"
4394,"chiêm","殲"
4395,"tiêm","殲"
4396,"triêm","殲"
4397,"thù","殳"
4398,"đoạn","段"
4399,"ân","殷"
4400,"yên","殷"
4401,"sát","殺"
4402,"hốc","殼"
4403,"xác","殼"
4404,"hào","殽"
4405,"điện","殿"
4406,"huỷ","毀"
4407,"nghị","毅"
4408,"ẩu","毆"
4409,"đoạn","毈"
4410,"vô","毋"
4411,"vô","毌"
4412,"mẫu","母"
4413,"mỗi","每"
4414,"bình","毐"
4415,"độc","毒"
4416,"dục","毓"
4417,"bỉ","比"
4418,"tỉ","比"
4419,"tỷ","比"
4420,"bí","毖"
4421,"bì","毗"
4422,"tì","毗"
4423,"tỉ","毗"
4424,"tỳ","毗"
4425,"tỷ","毗"
4426,"tì","毘"
4427,"tỳ","毘"
4428,"mao","毛"
4429,"nhung","毧"
4430,"hào","毫"
4431,"cầu","毬"
4432,"thảm","毯"
4433,"thản","毯"
4434,"thoả","毲"
4435,"thuế","毳"
4436,"mạo","毷"
4437,"máo","毷"
4438,"du","毹"
4439,"kiến","毽"
4440,"tam","毿"
4441,"li","氂"
4442,"ly","氂"
4443,"nhũng","氄"
4444,"sưởng","氅"
4445,"xưởng","氅"
4446,"phổ","氆"
4447,"chiên","氈"
4448,"cù","氍"
4449,"thị","氏"
4450,"đê","氐"
4451,"để","氐"
4452,"dân","民"
4453,"mang","氓"
4454,"manh","氓"
4455,"khí","气"
4456,"khí","氕"
4457,"nãi","氖"
4458,"khí","氘"
4459,"tiên","氙"
4460,"xuyên","氚"
4461,"phân","氛"
4462,"phất","氟"
4463,"khí","氣"
4464,"nhân","氤"
4465,"hợi","氦"
4466,"dưỡng","氧"
4467,"khắc","氪"
4468,"khinh","氫"
4469,"kinh","氫"
4470,"á","氬"
4471,"đàm","氮"
4472,"đạm","氮"
4473,"lục","氯"
4474,"tình","氰"
4475,"huân","氳"
4476,"uân","氳"
4477,"thuỷ","水"
4478,"thuỷ","氵"
4479,"chửng","氶"
4480,"vĩnh","永"
4481,"phạm","氾"
4482,"phiếm","氾"
4483,"cửu","氿"
4484,"quĩ","氿"
4485,"quỹ","氿"
4486,"đinh","汀"
4487,"thinh","汀"
4488,"chấp","汁"
4489,"trấp","汁"
4490,"cầu","求"
4491,"bát","汃"
4492,"thoản","汆"
4493,"thộn","汆"
4494,"thổn","汆"
4495,"sá","汊"
4496,"thoa","汊"
4497,"xá","汊"
4498,"thược","汋"
4499,"hoàn","汍"
4500,"phàm","汎"
4501,"phiếm","汎"
4502,"đại","汏"
4503,"tịch","汐"
4504,"khất","汔"
4505,"ngật","汔"
4506,"sán","汕"
4507,"hãn","汗"
4508,"ô","汙"
4509,"tấn","汛"
4510,"tỉ","汜"
4511,"tỵ","汜"
4512,"tỷ","汜"
4513,"nhữ","汝"
4514,"cống","汞"
4515,"hống","汞"
4516,"giang","江"
4517,"trì","池"
4518,"ô","污"
4519,"mịch","汨"
4520,"cốt","汩"
4521,"uông","汪"
4522,"phí","汫"
4523,"nhuế","汭"
4524,"thải","汰"
4525,"thái","汰"
4526,"cấp","汲"
4527,"biện","汴"
4528,"vấn","汶"
4529,"đài","汸"
4530,"quyết","決"
4531,"khí","汽"
4532,"phân","汾"
4533,"phần","汾"
4534,"tâm","沁"
4535,"tẩm","沁"
4536,"thấm","沁"
4537,"cân","沂"
4538,"nghi","沂"
4539,"ốc","沃"
4540,"vân","沄"
4541,"nguyên","沅"
4542,"hàng","沆"
4543,"hãng","沆"
4544,"duyện","沇"
4545,"thẩm","沈"
4546,"trầm","沈"
4547,"trầm","沉"
4548,"trẩm","沉"
4549,"đào","沊"
4550,"yêu","沋"
4551,"độn","沌"
4552,"thuần","沌"
4553,"hộ","沍"
4554,"hỗ","沍"
4555,"thế","沏"
4556,"mộc","沐"
4557,"một","沒"
4558,"đạp","沓"
4559,"miện","沔"
4560,"miến","沔"
4561,"trùng","沖"
4562,"xung","沖"
4563,"tỉ","沘"
4564,"tỷ","沘"
4565,"sa","沙"
4566,"sá","沙"
4567,"chỉ","沚"
4568,"bái","沛"
4569,"phái","沛"
4570,"mạt","沫"
4571,"muội","沬"
4572,"vị","沬"
4573,"thuật","沭"
4574,"thứ","沮"
4575,"trở","沮"
4576,"tự","沮"
4577,"đà","沱"
4578,"hà","河"
4579,"lệ","沴"
4580,"uỷ","沴"
4581,"cự","沶"
4582,"phí","沸"
4583,"du","油"
4584,"trì","治"
4585,"trị","治"
4586,"chiểu","沼"
4587,"cô","沽"
4588,"triêm","沾"
4589,"diên","沿"
4590,"duyên","沿"
4591,"hùng","況"
4592,"huống","況"
4593,"huýnh","泂"
4594,"quýnh","泂"
4595,"câu","泃"
4596,"cù","泃"
4597,"tiết","泄"
4598,"tù","泅"
4599,"dật","泆"
4600,"tuyền","泉"
4601,"bạc","泊"
4602,"bí","泌"
4603,"tiết","泌"
4604,"lặc","泐"
4605,"ửu","泑"
4606,"cô","泒"
4607,"hoằng","泓"
4608,"cam","泔"
4609,"pháp","法"
4610,"mão","泖"
4611,"tứ","泗"
4612,"khám","泙"
4613,"thử","泚"
4614,"tỉ","泚"
4615,"tỷ","泚"
4616,"phiếm","泛"
4617,"đề","泜"
4618,"phi","泝"
4619,"tố","泝"
4620,"linh","泠"
4621,"bào","泡"
4622,"phao","泡"
4623,"pháo","泡"
4624,"ba","波"
4625,"khấp","泣"
4626,"nê","泥"
4627,"nệ","泥"
4628,"chú","注"
4629,"huyễn","泫"
4630,"phán","泮"
4631,"dẫn","泯"
4632,"mẫn","泯"
4633,"thái","泰"
4634,"ương","泱"
4635,"vịnh","泳"
4636,"tuyền","泵"
4637,"hồi","洄"
4638,"nhân","洇"
4639,"nguy","洈"
4640,"tiến","洊"
4641,"tồn","洊"
4642,"dương","洋"
4643,"liệt","洌"
4644,"kịp","洎"
4645,"tự","洎"
4646,"phục","洑"
4647,"sái","洒"
4648,"tẩy","洗"
4649,"chu","洙"
4650,"thù","洙"
4651,"giáng","洚"
4652,"hàng","洚"
4653,"hồng","洚"
4654,"lạc","洛"
4655,"động","洞"
4656,"đỗng","洞"
4657,"di","洟"
4658,"tân","津"
4659,"vị","洧"
4660,"vĩ","洧"
4661,"hào","洨"
4662,"duệ","洩"
4663,"tiết","洩"
4664,"hồng","洪"
4665,"hức","洫"
4666,"khuông","洭"
4667,"thao","洮"
4668,"nhị","洱"
4669,"nhĩ","洱"
4670,"châu","洲"
4671,"nhu","洳"
4672,"như","洳"
4673,"nhự","洳"
4674,"tuân","洵"
4675,"hung","洶"
4676,"húng","洶"
4677,"quang","洸"
4678,"hoàn","洹"
4679,"minh","洺"
4680,"hoạt","活"
4681,"oa","洼"
4682,"hiệp","洽"
4683,"phái","派"
4684,"ô","洿"
4685,"lưu","流"
4686,"chiết","浙"
4687,"tích","浙"
4688,"tuấn","浚"
4689,"trạc","浞"
4690,"trác","浞"
4691,"hy","浠"
4692,"hoán","浣"
4693,"ấp","浥"
4694,"phổ","浦"
4695,"phố","浦"
4696,"hạo","浩"
4697,"lãng","浪"
4698,"lí","浬"
4699,"lý","浬"
4700,"canh","浭"
4701,"phù","浮"
4702,"ngô","浯"
4703,"dục","浴"
4704,"hải","海"
4705,"tẩm","浸"
4706,"thiếp","浹"
4707,"tiếp","浹"
4708,"mỗi","浼"
4709,"phối","浿"
4710,"đồ","涂"
4711,"ào","涃"
4712,"nát","涅"
4713,"niết","涅"
4714,"kinh","涇"
4715,"tiêu","消"
4716,"thiệp","涉"
4717,"nhẫn","涊"
4718,"niễn","涊"
4719,"đột","涋"
4720,"dũng","涌"
4721,"nan","涍"
4722,"diên","涎"
4723,"tiên","涎"
4724,"nga","涐"
4725,"thúc","涑"
4726,"quyên","涓"
4727,"sầm","涔"
4728,"thế","涕"
4729,"sĩ","涘"
4730,"bồi","涪"
4731,"phù","涪"
4732,"loát","涮"
4733,"nhai","涯"
4734,"dịch","液"
4735,"noạ","涴"
4736,"hàm","涵"
4737,"hạc","涸"
4738,"hạt","涸"
4739,"lương","涼"
4740,"lượng","涼"
4741,"trác","涿"
4742,"trục","涿"
4743,"điến","淀"
4744,"tri","淄"
4745,"truy","淄"
4746,"tích","淅"
4747,"hào","淆"
4748,"kì","淇"
4749,"kỳ","淇"
4750,"lâm","淋"
4751,"lậm","淋"
4752,"thảng","淌"
4753,"thục","淑"
4754,"thê","淒"
4755,"náo","淖"
4756,"đào","淘"
4757,"tông","淙"
4758,"lệ","淚"
4759,"đắng","淛"
4760,"xế","淛"
4761,"phì","淝"
4762,"tùng","淞"
4763,"điển","淟"
4764,"điến","淟"
4765,"tí","淠"
4766,"tý","淠"
4767,"đạm","淡"
4768,"ứ","淤"
4769,"lộc","淥"
4770,"cam","淦"
4771,"tịnh","淨"
4772,"luân","淪"
4773,"dâm","淫"
4774,"thối","淬"
4775,"tôi","淬"
4776,"hoài","淮"
4777,"dục","淯"
4778,"thâm","深"
4779,"thuần","淳"
4780,"hốt","淴"
4781,"uyên","淵"
4782,"lai","淶"
4783,"hỗn","混"
4784,"yêm","淹"
4785,"thiển","淺"
4786,"tiên","淺"
4787,"thiêm","添"
4788,"diểu","淼"
4789,"miểu","淼"
4790,"thanh","清"
4791,"hoán","渙"
4792,"chử","渚"
4793,"giảm","減"
4794,"du","渝"
4795,"đình","渟"
4796,"phỉ","渟"
4797,"cừ","渠"
4798,"độ","渡"
4799,"phùng","渢"
4800,"tra","渣"
4801,"bột","渤"
4802,"ác","渥"
4803,"oa","渦"
4804,"qua","渦"
4805,"tiết","渫"
4806,"trắc","測"
4807,"vị","渭"
4808,"ca","渮"
4809,"cảng","港"
4810,"huyên","渲"
4811,"tuyển","渲"
4812,"khát","渴"
4813,"du","游"
4814,"diểu","渺"
4815,"miểu","渺"
4816,"mỹ","渼"
4817,"hồn","渾"
4818,"bái","湃"
4819,"bình","湃"
4820,"phái","湃"
4821,"mi","湄"
4822,"my","湄"
4823,"luyện","湅"
4824,"điềm","湉"
4825,"tấu","湊"
4826,"thấu","湊"
4827,"vi","湋"
4828,"thoan","湍"
4829,"miện","湎"
4830,"tư","湑"
4831,"tử","湑"
4832,"bồn","湓"
4833,"tiên","湔"
4834,"tiền","湔"
4835,"hồ","湖"
4836,"tương","湘"
4837,"trạm","湛"
4838,"thục","湜"
4839,"giai","湝"
4840,"thiếp","湝"
4841,"hoàng","湟"
4842,"huỳnh","湟"
4843,"dẫn","湣"
4844,"hôn","湣"
4845,"mẫn","湣"
4846,"sanh","湦"
4847,"dũng","湧"
4848,"bàng","湫"
4849,"tưu","湫"
4850,"nhân","湮"
4851,"yên","湮"
4852,"thang","湯"
